,"Maissau <31026>",251,,231,,65,,322,,424,,385,,240,,8,,5,,1,,24,,15,,8,,3,,3,,4,,-,,8,,7,,6,,-,,
,"Nappersdorf-Kammersdorf <31028>",118,,135,,48,,167,,262,,296,,125,,-,,6,,2,,11,,10,,5,,2,,9,,8,,5,,11,,10,,11,,-,,
,"Pernersdorf <31033>",146,,144,,44,,176,,219,,207,,117,,1,,4,,3,,3,,13,,7,,1,,19,,7,,1,,9,,3,,4,,-,,
,"Pulkau <31035>",192,,185,,71,,239,,324,,306,,203,,3,,4,,2,,10,,17,,7,,3,,1,,3,,2,,1,,3,,-,,4,,
,"Ravelsbach <31036>",183,,208,,64,,284,,357,,320,,194,,9,,11,,5,,20,,14,,5,,4,,5,,6,,4,,8,,12,,2,,1,,
,"Retz <31037>",453,,541,,163,,620,,918,,837,,602,,24,,39,,14,,50,,52,,17,,9,,20,,43,,15,,32,,18,,3,,1,,
,"Retzbach <31038>",118,,136,,49,,134,,210,,201,,135,,7,,9,,2,,13,,14,,9,,2,,2,,6,,2,,2,,5,,1,,-,,
,"Schrattenthal <31041>",126,,115,,36,,150,,187,,179,,109,,2,,2,,2,,3,,9,,3,,3,,-,,-,,-,,1,,6,,-,,-,,
,"Seefeld-Kadolz <31042>",104,,108,,38,,137,,177,,248,,127,,3,,6,,1,,6,,16,,6,,1,,3,,6,,1,,7,,4,,3,,1,,
,"Sitzendorf an der Schmida <31043>",288,,285,,89,,352,,474,,419,,265,,2,,9,,1,,14,,19,,8,,1,,3,,1,,-,,8,,8,,7,,2,,
,"Wullersdorf <31051>",325,,330,,118,,431,,549,,459,,224,,10,,11,,2,,28,,25,,6,,1,,15,,9,,2,,11,,8,,4,,-,,
,"Zellerndorf <31052>",297,,309,,107,,394,,554,,524,,247,,14,,6,,2,,33,,16,,5,,2,,5,,3,,2,,4,,8,,2,,-,,
,"Ziersdorf <31053>",427,,482,,165,,527,,775,,666,,331,,8,,10,,5,,23,,24,,8,,5,,20,,16,,2,,35,,19,,10,,2,,
,"Altenburg <31101>",115,,138,,55,,139,,183,,161,,68,,5,,4,,1,,11,,4,,5,,2,,2,,1,,-,,3,,-,,1,,-,,
,"Brunn an der Wild <31102>",135,,110,,40,,157,,162,,177,,74,,4,,1,,1,,10,,5,,2,,1,,-,,-,,-,,1,,-,,1,,-,,
,"Burgschleinitz-Kühnring <31103>",169,,192,,67,,227,,310,,264,,125,,3,,5,,-,,12,,4,,6,,2,,-,,1,,-,,-,,2,,-,,-,,
,"Drosendorf-Zissersdorf <31104>",141,,144,,51,,170,,244,,252,,187,,3,,5,,2,,8,,11,,8,,4,,8,,3,,2,,8,,5,,1,,4,,
,"Eggenburg <31105>",425,,475,,157,,554,,666,,685,,471,,7,,13,,2,,42,,31,,17,,2,,23,,41,,9,,39,,25,,20,,1,,
,"Gars am Kamp <31106>",389,,442,,135,,514,,740,,759,,446,,8,,13,,6,,29,,39,,22,,10,,21,,9,,3,,23,,12,,8,,4,,
,"Geras <31107>",158,,173,,54,,189,,304,,251,,148,,2,,4,,-,,5,,13,,2,,1,,8,,6,,2,,10,,5,,1,,1,,
,"Horn <31109>",663,,922,,296,,920,,1304,,1200,,794,,22,,35,,10,,46,,44,,24,,8,,112,,122,,32,,135,,82,,56,,13,,
,"Irnfritz-Messern <31110>",212,,222,,75,,264,,295,,271,,138,,2,,1,,1,,8,,9,,4,,-,,1,,-,,-,,2,,2,,1,,-,,
,"Japons <31111>",89,,109,,35,,114,,148,,127,,83,,2,,4,,1,,3,,9,,4,,2,,-,,-,,-,,-,,-,,-,,-,,
,"Langau <31113>",82,,79,,18,,104,,143,,141,,119,,1,,4,,1,,2,,6,,5,,-,,5,,2,,1,,3,,1,,2,,-,,
,"Meiseldorf <31114>",114,,140,,44,,136,,196,,158,,101,,-,,-,,-,,2,,3,,1,,-,,-,,2,,-,,1,,1,,-,,-,,
,"Pernegg <31117>",99,,96,,25,,134,,131,,126,,81,,-,,1,,-,,7,,1,,2,,-,,-,,-,,-,,1,,-,,-,,-,,
,"Röhrenbach <31119>",59,,80,,26,,75,,109,,104,,57,,1,,2,,-,,2,,1,,1,,-,,-,,1,,1,,3,,-,,-,,-,,
,"Röschitz <31120>",148,,132,,45,,179,,249,,239,,116,,1,,-,,-,,9,,8,,3,,2,,5,,-,,-,,2,,3,,1,,-,,
,"Rosenburg-Mold <31121>",102,,117,,30,,125,,182,,148,,98,,18,,4,,-,,16,,15,,11,,-,,18,,8,,4,,11,,7,,3,,1,,
,"St. Bernhard-Frauenhofen <31123>",169,,191,,79,,229,,300,,252,,113,,1,,1,,1,,4,,6,,2,,1,,1,,2,,-,,4,,-,,-,,-,,
,"Sigmundsherberg <31124>",228,,246,,60,,312,,348,,346,,182,,6,,3,,-,,8,,6,,8,,-,,5,,2,,2,,7,,4,,-,,-,,
,"Straning-Grafenberg <31130>",90,,68,,32,,112,,172,,134,,89,,-,,2,,1,,5,,6,,6,,-,,-,,1,,1,,5,,2,,-,,-,,
,"Weitersfeld <31129>",201,,185,,49,,231,,310,,361,,186,,2,,4,,1,,7,,5,,8,,2,,3,,-,,-,,6,,6,,3,,-,,
,"Bisamberg <31201>",676,,587,,218,,630,,1119,,775,,566,,64,,40,,14,,95,,103,,38,,13,,29,,19,,9,,52,,44,,27,,9,,
,"Enzersfeld im Weinviertel <31202>",249,,220,,87,,291,,445,,294,,195,,24,,13,,2,,30,,28,,8,,4,,9,,6,,1,,10,,5,,3,,1,,
,"Ernstbrunn <31203>",434,,414,,126,,556,,687,,592,,340,,41,,32,,8,,63,,54,,18,,6,,14,,7,,2,,22,,11,,12,,-,,
,"Gerasdorf bei Wien <31235>",1486,,1494,,566,,1611,,2607,,1887,,1129,,151,,141,,39,,273,,249,,67,,13,,135,,144,,47,,252,,153,,62,,17,,
,"Großmugl <31204>",211,,213,,71,,291,,389,,298,,152,,13,,8,,3,,29,,24,,2,,-,,3,,2,,1,,7,,4,,5,,1,,
,"Großrußbach <31205>",312,,316,,100,,361,,530,,350,,226,,14,,11,,3,,36,,30,,8,,2,,11,,5,,2,,15,,7,,6,,-,,
,"Hagenbrunn <31206>",349,,257,,99,,400,,539,,344,,196,,30,,24,,8,,67,,62,,20,,7,,12,,17,,4,,41,,27,,13,,3,,
,"Harmannsdorf <31207>",597,,516,,193,,633,,943,,762,,416,,22,,16,,7,,58,,45,,21,,5,,11,,10,,3,,26,,14,,7,,1,,
,"Hausleiten <31208>",558,,512,,210,,690,,918,,600,,294,,25,,32,,17,,44,,56,,16,,2,,13,,19,,5,,27,,19,,11,,5,,
,"Korneuburg <31213>",1490,,1799,,538,,2065,,2708,,1979,,1175,,213,,208,,55,,404,,313,,134,,25,,158,,334,,202,,321,,213,,130,,28,,
,"Langenzersdorf <31214>",930,,935,,362,,1073,,1765,,1467,,1030,,97,,80,,29,,151,,164,,47,,16,,46,,57,,17,,111,,52,,32,,9,,
,"Leitzersdorf <31215>",137,,150,,60,,174,,310,,225,,108,,5,,7,,1,,14,,21,,5,,-,,4,,5,,4,,6,,5,,2,,-,,
,"Leobendorf <31216>",664,,633,,232,,771,,1134,,961,,489,,46,,44,,5,,90,,77,,36,,5,,37,,32,,6,,56,,33,,18,,8,,
,"Niederhollabrunn <31234>",187,,208,,80,,234,,393,,269,,133,,7,,3,,1,,12,,15,,8,,-,,7,,8,,1,,8,,11,,6,,1,,
,"Rußbach <31224>",209,,197,,72,,216,,335,,249,,133,,1,,5,,1,,12,,14,,6,,3,,-,,-,,-,,4,,-,,2,,-,,
,"Sierndorf <31226>",556,,487,,204,,662,,921,,734,,325,,9,,12,,5,,42,,30,,8,,1,,36,,28,,5,,46,,32,,15,,3,,
,"Spillern <31227>",339,,377,,113,,473,,508,,370,,190,,18,,19,,2,,38,,34,,12,,1,,15,,15,,3,,49,,25,,23,,5,,
,"Stetteldorf am Wagram <31228>",165,,125,,45,,205,,233,,206,,90,,5,,1,,1,,11,,12,,3,,-,,2,,4,,2,,4,,5,,2,,-,,
,"Stetten <31229>",199,,183,,67,,217,,348,,218,,117,,11,,12,,4,,16,,19,,6,,-,,3,,5,,1,,8,,6,,4,,-,,
,"Stockerau <31230>",1846,,2062,,651,,2472,,3453,,2687,,1696,,222,,232,,59,,482,,349,,155,,49,,243,,232,,64,,380,,245,,145,,24,,
,"Aggsbach <31301>",56,,70,,27,,100,,132,,140,,83,,5,,3,,2,,8,,7,,10,,2,,-,,2,,-,,2,,1,,1,,-,,
,"Albrechtsberg an der Großen Krems <31302>",120,,136,,47,,174,,232,,206,,104,,3,,3,,-,,11,,6,,3,,2,,2,,-,,-,,3,,1,,1,,-,,
,"Bergern im Dunkelsteinerwald <31303>",210,,157,,55,,244,,297,,267,,112,,1,,1,,1,,5,,10,,6,,2,,2,,2,,-,,8,,2,,2,,1,,
,"Droß <31356>",178,,124,,49,,215,,219,,185,,70,,2,,-,,-,,9,,9,,2,,-,,-,,1,,-,,-,,1,,-,,1,,
,"Dürnstein <31304>",93,,81,,35,,112,,171,,195,,102,,-,,2,,-,,4,,11,,4,,2,,2,,7,,2,,2,,3,,1,,-,,
,"Furth bei Göttweig <31309>",370,,403,,152,,479,,630,,562,,291,,29,,26,,6,,62,,45,,18,,1,,30,,26,,9,,31,,24,,13,,4,,
,"Gedersdorf <31310>",239,,315,,109,,309,,478,,439,,195,,8,,9,,3,,24,,19,,6,,2,,16,,20,,6,,24,,12,,16,,5,,
,"Gföhl <31311>",488,,548,,181,,628,,870,,694,,408,,19,,15,,6,,30,,22,,10,,5,,8,,14,,1,,16,,8,,9,,-,,
,"Grafenegg <31308>",462,,401,,135,,586,,685,,628,,255,,18,,18,,5,,20,,24,,9,,4,,33,,41,,14,,43,,41,,10,,1,,
,"Hadersdorf-Kammern <31315>",229,,277,,89,,333,,391,,401,,199,,13,,9,,4,,22,,19,,5,,6,,17,,17,,6,,22,,13,,8,,-,,
,"Jaidhof <31319>",194,,211,,82,,244,,270,,180,,97,,1,,2,,-,,4,,8,,9,,2,,14,,8,,6,,12,,6,,1,,2,,
,"Krumau am Kamp <31321>",86,,85,,30,,104,,144,,177,,111,,-,,1,,-,,4,,6,,4,,2,,8,,1,,-,,6,,2,,6,,2,,
,"Langenlois <31322>",933,,1010,,346,,1215,,1600,,1352,,837,,70,,56,,12,,123,,104,,37,,9,,51,,46,,18,,56,,52,,28,,3,,
,"Lengenfeld <31323>",194,,192,,67,,220,,310,,285,,125,,9,,9,,1,,15,,18,,5,,3,,6,,3,,-,,7,,5,,-,,-,,
,"Lichtenau im Waldviertel <31324>",285,,320,,105,,358,,473,,354,,221,,4,,3,,1,,18,,8,,2,,1,,2,,2,,-,,3,,2,,-,,-,,
,"Maria Laach am Jauerling <31326>",123,,139,,54,,147,,205,,167,,99,,-,,2,,2,,7,,5,,9,,1,,-,,-,,-,,4,,1,,1,,-,,
,"Mautern an der Donau <31327>",381,,409,,148,,498,,735,,658,,466,,21,,39,,5,,44,,45,,21,,6,,14,,16,,4,,34,,16,,14,,1,,
,"Mühldorf <31330>",140,,166,,49,,209,,266,,279,,149,,7,,4,,2,,15,,10,,4,,5,,4,,1,,-,,3,,2,,2,,-,,
,"Paudorf <31333>",338,,376,,140,,419,,560,,544,,256,,38,,29,,14,,38,,37,,13,,3,,5,,7,,1,,16,,16,,6,,1,,
,"Rastenfeld <31336>",253,,217,,86,,300,,329,,296,,149,,5,,5,,1,,12,,13,,5,,2,,3,,5,,1,,4,,5,,-,,-,,
,"Rohrendorf bei Krems <31337>",291,,286,,106,,311,,478,,350,,193,,25,,19,,5,,37,,20,,6,,2,,9,,24,,8,,21,,21,,7,,-,,
,"Rossatz-Arnsdorf <31338>",118,,134,,30,,142,,231,,203,,151,,6,,6,,2,,9,,13,,3,,6,,20,,5,,3,,15,,11,,7,,-,,
,"St. Leonhard am Hornerwald <31340>",156,,163,,51,,178,,266,,206,,116,,3,,2,,-,,4,,11,,6,,-,,-,,-,,-,,2,,-,,1,,-,,
,"Schönberg am Kamp <31355>",218,,238,,93,,290,,406,,389,,230,,7,,6,,4,,21,,21,,12,,1,,3,,6,,1,,5,,4,,2,,-,,
,"Senftenberg <31343>",224,,224,,71,,268,,421,,390,,229,,21,,21,,4,,35,,29,,11,,2,,13,,10,,4,,18,,6,,6,,1,,
,"Spitz <31344>",152,,199,,58,,238,,314,,305,,212,,5,,7,,1,,24,,21,,9,,4,,21,,10,,6,,16,,17,,9,,1,,
,"Straß im Straßertale <31346>",249,,245,,82,,286,,356,,319,,166,,10,,10,,1,,25,,22,,9,,3,,15,,28,,12,,27,,13,,2,,-,,
,"Stratzing <31347>",110,,122,,30,,147,,200,,167,,82,,6,,9,,1,,8,,6,,2,,1,,3,,6,,-,,3,,3,,-,,-,,
,"Weinzierl am Walde <31350>",151,,171,,65,,212,,273,,256,,125,,3,,2,,-,,6,,5,,4,,-,,-,,-,,-,,-,,1,,1,,-,,
,"Weißenkirchen in der Wachau <31351>",164,,160,,49,,219,,299,,319,,171,,5,,5,,-,,22,,14,,7,,1,,5,,1,,1,,9,,-,,2,,2,,
,"Annaberg <31401>",64,,52,,11,,67,,95,,109,,82,,7,,5,,3,,7,,13,,3,,-,,-,,-,,-,,1,,-,,-,,1,,
,"Eschenau <31402>",175,,186,,79,,205,,285,,230,,113,,9,,9,,3,,16,,20,,3,,2,,7,,10,,4,,9,,7,,1,,-,,
,"Hainfeld <31403>",409,,463,,152,,523,,757,,701,,498,,53,,43,,12,,86,,55,,24,,1,,44,,53,,17,,64,,30,,25,,1,,
,"Hohenberg <31404>",155,,166,,70,,214,,276,,266,,222,,13,,6,,3,,26,,29,,9,,3,,12,,7,,1,,18,,10,,6,,1,,
,"Kaumberg <31405>",137,,139,,38,,171,,220,,204,,95,,13,,6,,1,,21,,22,,7,,2,,2,,2,,1,,7,,9,,4,,1,,
,"Kleinzell <31406>",133,,117,,45,,143,,174,,155,,103,,6,,4,,2,,15,,15,,7,,-,,-,,1,,-,,4,,2,,1,,-,,
,"Lilienfeld <31407>",267,,305,,106,,373,,512,,490,,271,,32,,27,,6,,54,,45,,16,,1,,55,,42,,11,,64,,51,,23,,2,,
,"Mitterbach am Erlaufsee <31408>",32,,58,,18,,59,,95,,95,,86,,1,,-,,-,,7,,9,,3,,-,,4,,6,,-,,6,,3,,1,,-,,
,"Ramsau <31409>",100,,114,,30,,125,,161,,132,,101,,14,,8,,2,,30,,17,,4,,2,,-,,3,,-,,2,,5,,2,,2,,
,"Rohrbach an der Gölsen <31410>",218,,247,,68,,236,,318,,294,,132,,14,,13,,5,,18,,18,,5,,1,,-,,2,,-,,4,,5,,6,,1,,
,"St. Aegyd am Neuwalde <31411>",196,,208,,68,,235,,363,,389,,278,,12,,5,,-,,21,,25,,21,,4,,13,,11,,3,,11,,4,,2,,-,,
,"St. Veit an der Gölsen <31412>",545,,529,,176,,679,,745,,701,,362,,35,,38,,5,,49,,52,,21,,1,,14,,11,,4,,19,,20,,12,,-,,
,"Traisen <31413>",282,,471,,151,,356,,658,,570,,369,,60,,51,,13,,101,,68,,22,,8,,73,,89,,22,,109,,94,,31,,2,,
,"Türnitz <31414>",246,,217,,74,,267,,406,,384,,267,,11,,11,,5,,25,,12,,12,,1,,2,,2,,-,,8,,9,,2,,-,,
,"Artstetten-Pöbring <31502>",238,,166,,49,,260,,244,,195,,114,,10,,2,,-,,9,,7,,3,,-,,2,,6,,3,,2,,1,,1,,-,,
,"Bergland <31503>",321,,282,,97,,357,,400,,311,,149,,14,,11,,1,,30,,13,,4,,2,,4,,2,,1,,11,,2,,2,,-,,
,"Bischofstetten <31504>",167,,179,,53,,199,,259,,205,,112,,15,,15,,-,,17,,13,,7,,1,,9,,10,,6,,10,,6,,2,,2,,
,"Blindenmarkt <31505>",407,,379,,129,,470,,515,,462,,189,,53,,65,,16,,74,,61,,9,,1,,22,,18,,5,,28,,12,,13,,2,,
,"Dorfstetten <31506>",103,,96,,27,,113,,104,,106,,36,,-,,-,,-,,1,,4,,2,,-,,-,,-,,-,,-,,1,,-,,-,,
,"Dunkelsteinerwald <31507>",308,,368,,129,,426,,558,,447,,196,,8,,15,,2,,19,,19,,7,,-,,5,,8,,5,,7,,10,,1,,-,,
,"Emmersdorf an der Donau <31553>",276,,241,,70,,310,,341,,347,,155,,13,,4,,-,,20,,17,,9,,3,,14,,7,,3,,14,,8,,2,,-,,
,"Erlauf <31508>",124,,186,,69,,172,,236,,205,,95,,19,,14,,2,,27,,16,,5,,1,,3,,9,,5,,6,,5,,2,,-,,
,"Golling an der Erlauf <31509>",142,,216,,61,,223,,326,,236,,140,,10,,15,,2,,27,,18,,5,,2,,16,,26,,8,,28,,21,,16,,3,,
,"Hofamt Priel <31511>",266,,217,,71,,311,,380,,325,,143,,12,,11,,2,,20,,14,,6,,1,,3,,-,,-,,8,,1,,-,,-,,
,"Hürm <31513>",328,,340,,98,,363,,430,,274,,154,,12,,15,,3,,28,,20,,7,,-,,-,,1,,-,,6,,1,,1,,-,,
,"Kilb <31514>",384,,389,,135,,481,,550,,457,,219,,15,,13,,4,,23,,19,,4,,-,,8,,1,,-,,12,,6,,5,,-,,
,"Kirnberg an der Mank <31515>",209,,175,,65,,215,,217,,199,,87,,-,,-,,-,,4,,1,,1,,-,,-,,1,,-,,3,,1,,-,,1,,
,"Klein-Pöchlarn <31516>",149,,135,,32,,189,,191,,204,,115,,14,,19,,4,,14,,20,,4,,1,,9,,7,,6,,11,,3,,2,,-,,
,"Krummnußbaum <31517>",249,,233,,81,,302,,301,,289,,116,,20,,13,,2,,26,,13,,7,,-,,19,,3,,1,,23,,9,,7,,-,,
,"Leiben <31519>",167,,182,,67,,241,,274,,256,,120,,4,,14,,2,,11,,17,,9,,-,,11,,2,,2,,11,,10,,8,,4,,
,"Loosdorf <31520>",540,,609,,196,,664,,773,,697,,321,,22,,32,,7,,48,,43,,20,,2,,29,,25,,7,,45,,20,,11,,1,,
,"Mank <31521>",472,,503,,165,,562,,660,,546,,348,,23,,42,,13,,55,,40,,12,,1,,17,,12,,3,,21,,15,,6,,-,,
,"Marbach an der Donau <31522>",213,,241,,80,,275,,343,,297,,147,,26,,28,,7,,58,,32,,9,,1,,1,,4,,2,,6,,3,,4,,-,,
,"Maria Taferl <31523>",148,,143,,49,,172,,193,,171,,61,,20,,7,,-,,19,,8,,9,,2,,-,,1,,1,,3,,3,,-,,-,,
,"Melk <31524>",576,,703,,230,,791,,1043,,956,,640,,81,,74,,16,,126,,123,,40,,10,,116,,98,,43,,114,,76,,25,,2,,
,"Münichreith-Laimbach <31525>",221,,245,,94,,297,,370,,312,,151,,2,,8,,1,,9,,14,,3,,1,,8,,-,,-,,9,,6,,2,,-,,
,"Neumarkt an der Ybbs <31527>",327,,288,,90,,398,,380,,342,,181,,17,,14,,3,,43,,27,,5,,2,,4,,13,,3,,12,,13,,9,,-,,
,"Nöchling <31528>",172,,189,,65,,197,,210,,167,,67,,2,,1,,-,,9,,7,,4,,1,,-,,-,,-,,-,,3,,-,,-,,
,"Persenbeug-Gottsdorf <31530>",255,,322,,99,,356,,461,,425,,183,,17,,24,,5,,32,,25,,5,,2,,5,,10,,1,,17,,10,,4,,2,,
,"Petzenkirchen <31531>",188,,205,,60,,230,,280,,237,,140,,29,,39,,7,,58,,35,,6,,3,,19,,16,,5,,38,,27,,5,,-,,
,"Pöchlarn <31533>",409,,502,,154,,619,,732,,674,,453,,46,,48,,16,,86,,58,,20,,11,,70,,58,,27,,111,,53,,43,,7,,
,"Pöggstall <31534>",309,,343,,117,,379,,485,,473,,282,,22,,15,,6,,23,,22,,10,,1,,13,,8,,2,,6,,8,,3,,-,,
,"Raxendorf <31535>",158,,159,,50,,197,,217,,201,,84,,1,,2,,1,,3,,4,,4,,2,,-,,-,,-,,-,,-,,1,,-,,
,"Ruprechtshofen <31537>",332,,367,,100,,406,,485,,403,,189,,11,,7,,-,,26,,23,,9,,2,,9,,10,,6,,9,,5,,2,,1,,
,"St. Leonhard am Forst <31539>",460,,442,,139,,559,,623,,542,,285,,22,,22,,8,,38,,23,,3,,-,,6,,6,,1,,10,,3,,2,,-,,
,"St. Martin-Karlsbach <31540>",257,,236,,61,,297,,333,,340,,133,,2,,4,,1,,10,,11,,2,,-,,-,,-,,-,,5,,2,,-,,-,,
,"St. Oswald <31541>",185,,214,,69,,207,,215,,190,,84,,9,,3,,1,,9,,9,,3,,-,,-,,-,,-,,-,,-,,1,,-,,
,"Schollach <31543>",196,,139,,47,,207,,244,,173,,69,,5,,1,,-,,10,,7,,3,,1,,-,,-,,-,,2,,1,,-,,-,,
,"Schönbühel-Aggsbach <31542>",104,,119,,23,,139,,208,,217,,93,,5,,8,,5,,9,,11,,8,,1,,2,,1,,1,,2,,2,,2,,1,,
,"Texingtal <31551>",309,,268,,86,,316,,319,,267,,142,,7,,3,,2,,7,,15,,1,,3,,3,,14,,4,,13,,3,,4,,-,,
,"Weiten <31546>",148,,173,,61,,174,,233,,210,,103,,9,,11,,3,,7,,13,,5,,1,,2,,-,,-,,2,,-,,1,,-,,
,"Ybbs an der Donau <31549>",567,,707,,234,,738,,1085,,916,,647,,80,,103,,25,,162,,110,,28,,6,,108,,117,,34,,136,,93,,39,,11,,
,"Yspertal <31552>",320,,324,,106,,370,,398,,367,,205,,3,,2,,1,,12,,7,,4,,-,,-,,4,,2,,5,,1,,7,,1,,
,"Zelking-Matzleinsdorf <31550>",152,,184,,65,,217,,274,,216,,129,,4,,6,,-,,9,,9,,1,,5,,7,,13,,3,,13,,1,,5,,-,,
"2023","Altlichtenwarth <31601>",71,,89,,24,,119,,149,,184,,82,,12,,10,,3,,11,,13,,2,,1,,5,,6,,1,,5,,5,,-,,-,,
,"Asparn an der Zaya <31603>",278,,300,,102,,317,,394,,359,,168,,9,,-,,-,,12,,13,,4,,1,,7,,11,,-,,13,,20,,4,,1,,
,"Bernhardsthal <31604>",135,,148,,54,,211,,338,,380,,205,,30,,11,,4,,42,,28,,18,,5,,4,,6,,3,,9,,8,,14,,-,,
,"Bockfließ <31605>",141,,129,,50,,172,,262,,290,,151,,9,,9,,2,,11,,18,,7,,3,,18,,13,,4,,16,,18,,7,,1,,
,"Drasenhofen <31606>",97,,124,,46,,145,,252,,188,,145,,15,,6,,1,,13,,12,,9,,4,,23,,28,,13,,27,,24,,21,,1,,
,"Falkenstein <31608>",70,,63,,18,,85,,103,,117,,62,,15,,5,,2,,15,,3,,3,,-,,4,,1,,1,,3,,-,,1,,1,,
,"Fallbach <31609>",86,,107,,31,,116,,192,,149,,107,,3,,1,,-,,9,,9,,7,,-,,6,,2,,1,,5,,1,,1,,-,,
,"Gaubitsch <31611>",144,,122,,25,,199,,175,,177,,66,,3,,2,,1,,7,,5,,1,,-,,-,,-,,-,,2,,-,,-,,-,,
,"Gaweinstal <31612>",556,,516,,169,,730,,818,,738,,367,,19,,16,,1,,50,,38,,20,,8,,47,,39,,7,,80,,45,,26,,7,,
,"Gnadendorf <31613>",156,,163,,59,,200,,252,,243,,127,,2,,3,,3,,5,,5,,4,,1,,1,,-,,-,,6,,6,,3,,-,,
,"Großebersdorf <31614>",259,,270,,90,,332,,486,,484,,258,,24,,15,,4,,51,,34,,17,,3,,11,,16,,7,,20,,20,,12,,1,,
,"Großengersdorf <31615>",178,,193,,76,,245,,318,,266,,136,,9,,17,,6,,16,,19,,5,,-,,25,,29,,13,,33,,24,,14,,-,,
,"Großharras <31616>",126,,124,,45,,206,,221,,249,,128,,2,,1,,-,,5,,7,,5,,-,,3,,-,,-,,2,,3,,-,,-,,
,"Großkrut <31617>",219,,236,,75,,300,,350,,340,,155,,9,,8,,4,,16,,21,,7,,2,,8,,4,,2,,19,,9,,6,,-,,
,"Hausbrunn <31620>",79,,87,,27,,113,,194,,177,,88,,25,,11,,3,,30,,18,,18,,2,,9,,3,,1,,12,,6,,6,,-,,
,"Herrnbaumgarten <31621>",115,,114,,35,,134,,197,,201,,94,,6,,9,,3,,15,,17,,5,,4,,8,,7,,2,,10,,8,,4,,-,,
,"Hochleithen <31622>",123,,136,,51,,198,,256,,227,,109,,4,,6,,1,,9,,11,,8,,-,,-,,3,,1,,5,,7,,4,,-,,
,"Kreuttal <31627>",169,,181,,55,,230,,321,,327,,157,,8,,3,,-,,24,,29,,5,,3,,5,,7,,2,,8,,8,,2,,1,,
,"Kreuzstetten <31628>",221,,237,,88,,276,,366,,339,,140,,6,,7,,2,,18,,26,,8,,3,,10,,8,,3,,16,,5,,8,,2,,
,"Laa an der Thaya <31629>",696,,857,,295,,982,,1384,,1161,,677,,54,,48,,22,,64,,82,,27,,6,,56,,34,,17,,64,,45,,28,,10,,
,"Ladendorf <31630>",311,,293,,88,,413,,528,,412,,238,,9,,7,,2,,24,,15,,8,,5,,12,,16,,2,,18,,17,,5,,-,,
,"Mistelbach <31633>",1423,,1645,,446,,1887,,2406,,2278,,1188,,78,,58,,17,,141,,114,,49,,13,,157,,169,,54,,204,,132,,67,,16,,
,"Neudorf im Weinviertel <31634>",198,,197,,58,,277,,280,,276,,100,,3,,3,,2,,12,,12,,2,,1,,12,,8,,4,,14,,5,,8,,-,,
,"Niederleis <31636>",131,,113,,42,,176,,211,,167,,73,,10,,1,,-,,12,,6,,2,,-,,2,,1,,-,,3,,2,,1,,-,,
,"Ottenthal <31658>",50,,79,,17,,84,,111,,126,,59,,4,,2,,-,,3,,1,,1,,-,,-,,3,,-,,1,,2,,1,,-,,
,"Pillichsdorf <31642>",199,,137,,52,,262,,209,,259,,109,,4,,9,,3,,11,,11,,8,,-,,4,,13,,3,,15,,5,,1,,1,,
,"Poysdorf <31644>",647,,658,,233,,809,,1148,,1089,,630,,54,,40,,20,,85,,54,,18,,3,,96,,82,,24,,130,,78,,59,,5,,
,"Rabensburg <31645>",100,,112,,46,,120,,230,,255,,135,,23,,8,,4,,24,,26,,7,,2,,7,,6,,1,,7,,9,,7,,-,,
,"Schrattenberg <31646>",95,,97,,31,,131,,142,,200,,103,,14,,10,,4,,15,,11,,5,,-,,9,,5,,2,,13,,4,,2,,-,,
,"Staatz <31649>",206,,243,,79,,341,,443,,417,,186,,7,,6,,3,,13,,15,,6,,3,,12,,3,,1,,6,,5,,4,,3,,
,"Stronsdorf <31650>",194,,207,,56,,249,,373,,321,,152,,12,,6,,1,,10,,9,,4,,2,,11,,7,,4,,11,,7,,2,,-,,
,"Ulrichskirchen-Schleinbach <31651>",339,,355,,113,,410,,580,,477,,284,,18,,13,,5,,41,,52,,18,,4,,14,,11,,2,,27,,23,,12,,1,,
,"Unterstinkenbrunn <31652>",78,,76,,16,,102,,121,,106,,61,,1,,-,,-,,7,,2,,-,,-,,1,,-,,-,,2,,-,,-,,-,,
,"Wildendürnbach <31653>",223,,230,,77,,255,,317,,293,,156,,8,,5,,2,,13,,22,,6,,2,,4,,4,,1,,5,,8,,-,,-,,
,"Wilfersdorf <31654>",257,,271,,92,,363,,460,,431,,173,,15,,2,,-,,18,,18,,4,,4,,8,,21,,6,,14,,18,,5,,2,,
,"Wolkersdorf im Weinviertel <31655>",987,,899,,294,,1264,,1429,,1292,,744,,53,,53,,13,,128,,109,,32,,8,,95,,88,,32,,106,,88,,44,,6,,
,"Achau <31701>",248,,192,,69,,332,,334,,218,,103,,17,,12,,1,,40,,26,,13,,1,,8,,12,,1,,21,,7,,5,,3,,
,"Biedermannsdorf <31702>",356,,360,,127,,461,,589,,628,,358,,58,,46,,8,,89,,72,,32,,7,,17,,10,,1,,33,,25,,10,,4,,
,"Breitenfurt bei Wien <31703>",607,,679,,275,,667,,1286,,1059,,947,,77,,81,,28,,135,,160,,45,,19,,57,,42,,17,,73,,38,,29,,9,,
